rep_id,month_date,year,month,quarter,monthly_quota,monthly_revenue,quota_attainment_pct,calls_made,meetings_held,demos_completed,deals_closed,avg_deal_size,pipeline_value,pipeline_coverage_ratio,win_rate,avg_cycle_days,months_tenure
REP022,2025-07-01,2025,7,3,62500.0,20563.31,32.9,24,7,4,2,10281.65,94521.32,1.51,0.114,70,23
REP022,2025-08-01,2025,8,3,62500.0,32610.21,52.18,24,2,4,1,32610.21,153275.96,2.45,0.188,76,24
REP022,2025-09-01,2025,9,3,62500.0,25578.92,40.93,15,10,5,0,25578.92,151096.44,2.42,0.178,81,25
REP022,2025-10-01,2025,10,4,62500.0,39670.17,63.47,20,9,1,0,39670.17,130575.91,2.09,0.145,92,26
REP022,2025-11-01,2025,11,4,62500.0,44520.95,71.23,19,8,3,0,44520.95,97444.11,1.56,0.169,89,27
REP022,2025-12-01,2025,12,4,62500.0,36863.59,58.98,17,5,2,2,18431.79,97213.49,1.56,0.133,80,28
REP023,2024-10-01,2024,10,4,75000.0,27357.57,36.48,41,10,5,2,13678.78,244736.93,3.26,0.211,64,0
REP023,2024-11-01,2024,11,4,75000.0,35889.02,47.85,19,13,4,2,17944.51,197398.99,2.63,0.278,80,1
REP023,2024-12-01,2024,12,4,75000.0,47355.26,63.14,22,10,5,2,23677.63,227268.25,3.03,0.249,60,2
REP023,2025-01-01,2025,1,1,75000.0,40470.92,53.96,35,16,4,3,13490.31,227367.16,3.03,0.237,52,3
REP023,2025-02-01,2025,2,1,75000.0,42236.08,56.31,30,10,7,3,14078.69,215141.42,2.87,0.206,75,4
REP023,2025-03-01,2025,3,1,75000.0,54631.87,72.84,16,17,4,1,54631.87,199078.29,2.65,0.23,69,5
REP023,2025-04-01,2025,4,2,75000.0,74794.13,99.73,38,11,5,3,24931.38,187411.05,2.5,0.232,47,6
REP023,2025-05-01,2025,5,2,75000.0,67961.3,90.62,28,6,5,2,33980.65,197292.08,2.63,0.274,47,7
REP023,2025-06-01,2025,6,2,75000.0,73372.03,97.83,27,11,3,3,24457.34,177069.65,2.36,0.269,57,8
REP023,2025-07-01,2025,7,3,75000.0,70535.41,94.05,23,6,4,2,35267.71,179348.16,2.39,0.232,53,9
REP023,2025-08-01,2025,8,3,75000.0,67546.45,90.06,30,9,6,2,33773.23,220656.49,2.94,0.228,54,10
REP023,2025-09-01,2025,9,3,75000.0,76673.38,102.23,31,9,6,1,76673.38,233129.62,3.11,0.261,49,11
REP023,2025-10-01,2025,10,4,75000.0,83866.97,111.82,23,10,4,1,83866.97,205199.64,2.74,0.259,72,12
REP023,2025-11-01,2025,11,4,75000.0,89767.2,119.69,34,9,5,3,29922.4,215923.32,2.88,0.201,72,13
REP023,2025-12-01,2025,12,4,75000.0,85217.65,113.62,16,10,5,1,85217.65,197458.57,2.63,0.256,50,14
REP024,2024-01-01,2024,1,1,75000.0,65455.56,87.27,38,13,5,2,32727.78,173920.91,2.32,0.274,56,10
REP024,2024-02-01,2024,2,1,75000.0,64363.42,85.82,27,10,4,2,32181.71,199242.85,2.66,0.291,46,11
REP024,2024-03-01,2024,3,1,75000.0,54829.61,73.11,46,12,5,3,18276.54,232781.64,3.1,0.208,44,12
REP024,2024-04-01,2024,4,2,75000.0,80367.9,107.16,18,11,4,2,40183.95,186184.35,2.48,0.297,58,13
REP024,2024-05-01,2024,5,2,75000.0,71778.45,95.7,41,14,4,2,35889.22,187993.58,2.51,0.231,47,14
REP024,2024-06-01,2024,6,2,75000.0,63877.78,85.17,43,14,5,2,31938.89,232129.35,3.1,0.232,64,15
REP024,2024-07-01,2024,7,3,75000.0,82002.25,109.34,33,9,4,2,41001.13,231597.76,3.09,0.29,68,16
REP024,2024-08-01,2024,8,3,75000.0,68559.87,91.41,25,10,7,3,22853.29,237848.64,3.17,0.279,60,17
REP024,2024-09-01,2024,9,3,75000.0,72325.94,96.43,26,14,5,2,36162.97,189845.99,2.53,0.224,56,18
REP024,2024-10-01,2024,10,4,75000.0,80485.36,107.31,28,11,4,2,40242.68,190171.71,2.54,0.294,54,19
REP024,2024-11-01,2024,11,4,75000.0,96103.16,128.14,37,9,4,2,48051.58,221012.79,2.95,0.262,45,20
REP024,2024-12-01,2024,12,4,75000.0,95842.79,127.79,38,13,5,1,95842.79,215837.1,2.88,0.231,76,21
REP024,2025-01-01,2025,1,1,75000.0,61792.88,82.39,23,4,5,2,30896.44,183149.57,2.44,0.23,63,22
REP024,2025-02-01,2025,2,1,75000.0,59069.17,78.76,21,10,4,3,19689.72,189980.46,2.53,0.27,56,23
REP024,2025-03-01,2025,3,1,75000.0,64222.2,85.63,30,13,5,0,64222.2,185369.73,2.47,0.217,54,24
REP024,2025-04-01,2025,4,2,75000.0,66035.4,88.05,29,9,4,1,66035.4,206345.0,2.75,0.287,35,25
REP024,2025-05-01,2025,5,2,75000.0,73688.67,98.25,10,9,5,3,24562.89,182802.13,2.44,0.228,72,26
REP024,2025-06-01,2025,6,2,75000.0,69591.97,92.79,36,10,5,1,69591.97,237155.71,3.16,0.211,86,27
REP024,2025-07-01,2025,7,3,75000.0,77840.9,103.79,15,12,5,3,25946.97,227464.44,3.03,0.288,50,28
REP024,2025-08-01,2025,8,3,75000.0,80828.27,107.77,36,8,4,2,40414.13,225825.07,3.01,0.223,57,29
REP024,2025-09-01,2025,9,3,75000.0,81690.9,108.92,36,9,5,1,81690.9,178587.32,2.38,0.245,68,30
REP024,2025-10-01,2025,10,4,75000.0,94839.12,126.45,38,12,5,2,47419.56,212622.5,2.83,0.204,60,31
REP024,2025-11-01,2025,11,4,75000.0,94681.53,126.24,35,6,5,1,94681.53,238987.69,3.19,0.24,55,32
REP024,2025-12-01,2025,12,4,75000.0,88529.87,118.04,35,10,5,1,88529.87,204611.64,2.73,0.206,61,33
REP025,2024-01-01,2024,1,1,50000.0,49129.2,98.26,37,13,8,5,9825.84,191999.89,3.84,0.334,56,12
REP025,2024-02-01,2024,2,1,50000.0,55720.85,111.44,35,20,8,3,18573.62,151037.9,3.02,0.376,33,13
REP025,2024-03-01,2024,3,1,50000.0,47204.11,94.41,44,16,7,4,11801.03,172003.55,3.44,0.348,41,14
REP025,2024-04-01,2024,4,2,50000.0,65455.26,130.91,43,18,8,4,16363.82,193920.79,3.88,0.395,69,15
REP025,2024-05-01,2024,5,2,50000.0,64431.71,128.86,62,16,7,4,16107.93,172360.05,3.45,0.383,34,16
REP025,2024-06-01,2024,6,2,50000.0,63292.03,126.58,59,19,7,3,21097.34,159298.08,3.19,0.395,51,17
REP025,2024-07-01,2024,7,3,50000.0,60504.91,121.01,52,23,8,5,12100.98,191457.53,3.83,0.351,40,18
REP025,2024-08-01,2024,8,3,50000.0,64025.84,128.05,63,21,9,3,21341.95,176555.47,3.53,0.375,66,19
REP025,2024-09-01,2024,9,3,50000.0,68590.47,137.18,48,20,8,5,13718.09,183570.3,3.67,0.393,56,20
REP025,2024-10-01,2024,10,4,50000.0,76332.16,152.66,48,15,8,4,19083.04,182888.27,3.66,0.356,44,21
REP025,2024-11-01,2024,11,4,50000.0,79994.35,159.99,51,27,8,4,19998.59,159658.0,3.19,0.347,22,22
REP025,2024-12-01,2024,12,4,50000.0,73759.4,147.52,40,16,7,3,24586.47,178789.29,3.58,0.385,43,23
REP025,2025-01-01,2025,1,1,50000.0,54456.18,108.91,39,19,8,2,27228.09,160352.85,3.21,0.354,50,24
REP025,2025-02-01,2025,2,1,50000.0,50971.01,101.94,41,22,7,3,16990.34,178520.47,3.57,0.358,41,25
REP025,2025-03-01,2025,3,1,50000.0,54343.64,108.69,42,15,7,3,18114.55,193830.69,3.88,0.373,53,26
REP025,2025-04-01,2025,4,2,50000.0,57515.8,115.03,32,20,7,5,11503.16,152725.6,3.05,0.331,62,27
REP025,2025-05-01,2025,5,2,50000.0,61239.99,122.48,48,19,7,3,20413.33,184570.8,3.69,0.326,56,28
REP025,2025-06-01,2025,6,2,50000.0,57379.21,114.76,48,20,8,3,19126.4,165609.59,3.31,0.373,27,29
REP025,2025-07-01,2025,7,3,50000.0,68201.45,136.4,48,23,8,1,68201.45,152053.41,3.04,0.374,41,30
REP025,2025-08-01,2025,8,3,50000.0,58570.4,117.14,44,24,6,6,9761.73,174014.71,3.48,0.366,38,31
REP025,2025-09-01,2025,9,3,50000.0,60626.03,121.25,46,17,7,3,20208.68,169024.09,3.38,0.311,21,32
REP025,2025-10-01,2025,10,4,50000.0,75197.28,150.39,50,18,8,4,18799.32,180914.54,3.62,0.368,50,33
REP025,2025-11-01,2025,11,4,50000.0,76000.97,152.0,22,21,6,2,38000.49,169384.76,3.39,0.314,51,34
REP025,2025-12-01,2025,12,4,50000.0,80080.72,160.16,48,25,7,3,26693.57,165470.64,3.31,0.394,55,35
REP026,2024-01-01,2024,1,1,62500.0,21322.08,34.12,19,11,3,3,7107.36,155733.51,2.49,0.256,46,1
REP026,2024-02-01,2024,2,1,62500.0,29361.27,46.98,33,11,4,1,29361.27,195479.7,3.13,0.274,69,2
REP026,2024-03-01,2024,3,1,62500.0,35050.34,56.08,31,6,5,3,11683.45,187770.96,3.0,0.293,51,3
REP026,2024-04-01,2024,4,2,62500.0,42377.5,67.8,38,9,5,2,21188.75,195102.6,3.12,0.21,51,4
REP026,2024-05-01,2024,5,2,62500.0,55673.56,89.08,29,16,6,3,18557.85,199897.2,3.2,0.258,51,5
REP026,2024-06-01,2024,6,2,62500.0,58256.02,93.21,34,10,4,1,58256.02,161227.27,2.58,0.214,45,6
REP026,2024-07-01,2024,7,3,62500.0,67725.2,108.36,25,14,4,3,22575.07,175417.86,2.81,0.286,67,7
REP026,2024-08-01,2024,8,3,62500.0,58026.37,92.84,34,7,4,3,19342.12,197655.6,3.16,0.232,65,8
REP026,2024-09-01,2024,9,3,62500.0,69762.86,111.62,25,12,6,1,69762.86,164829.18,2.64,0.218,56,9
REP026,2024-10-01,2024,10,4,62500.0,72663.48,116.26,15,14,5,3,24221.16,150889.82,2.41,0.226,58,10
REP026,2024-11-01,2024,11,4,62500.0,79274.56,126.84,31,11,6,2,39637.28,168894.19,2.7,0.242,74,11
REP026,2024-12-01,2024,12,4,62500.0,74015.96,118.43,23,11,4,3,24671.99,165387.31,2.65,0.265,63,12
REP026,2025-01-01,2025,1,1,62500.0,49807.33,79.69,37,12,4,1,49807.33,205829.07,3.29,0.287,67,13
REP026,2025-02-01,2025,2,1,62500.0,48936.1,78.3,51,15,5,1,48936.1,156341.5,2.5,0.227,70,14
REP026,2025-03-01,2025,3,1,62500.0,47410.86,75.86,28,9,3,2,23705.43,147742.49,2.36,0.232,60,15
REP026,2025-04-01,2025,4,2,62500.0,54724.49,87.56,17,13,5,2,27362.24,197541.74,3.16,0.269,76,16
REP026,2025-05-01,2025,5,2,62500.0,53289.86,85.26,38,11,4,2,26644.93,190386.23,3.05,0.28,61,17
REP026,2025-06-01,2025,6,2,62500.0,56124.3,89.8,20,9,5,3,18708.1,173520.15,2.78,0.267,55,18
REP026,2025-07-01,2025,7,3,62500.0,62382.68,99.81,37,7,4,1,62382.68,156814.81,2.51,0.27,43,19
REP026,2025-08-01,2025,8,3,62500.0,63046.42,100.87,27,10,5,2,31523.21,205362.73,3.29,0.284,63,20
REP026,2025-09-01,2025,9,3,62500.0,69046.86,110.47,17,9,5,1,69046.86,168939.46,2.7,0.263,50,21
REP026,2025-10-01,2025,10,4,62500.0,82068.1,131.31,32,11,3,3,27356.03,149951.85,2.4,0.243,59,22
REP026,2025-11-01,2025,11,4,62500.0,75534.42,120.86,34,8,4,0,75534.42,158891.07,2.54,0.22,58,23
REP026,2025-12-01,2025,12,4,62500.0,71346.54,114.15,27,13,3,3,23782.18,190054.33,3.04,0.254,63,24
REP027,2024-09-01,2024,9,3,75000.0,17626.05,23.5,25,2,1,1,17626.05,130690.82,1.74,0.129,76,0
REP027,2024-10-01,2024,10,4,75000.0,27642.63,36.86,8,7,4,2,13821.32,118311.22,1.58,0.128,78,1
REP027,2024-11-01,2024,11,4,75000.0,33957.57,45.28,20,6,3,1,33957.57,150596.15,2.01,0.175,86,2
REP027,2024-12-01,2024,12,4,75000.0,45759.77,61.01,4,0,2,3,15253.26,145767.25,1.94,0.194,87,3
REP027,2025-01-01,2025,1,1,75000.0,30120.47,40.16,32,6,3,1,30120.47,187260.69,2.5,0.143,91,4
REP027,2025-02-01,2025,2,1,75000.0,33391.08,44.52,23,5,3,1,33391.08,175458.99,2.34,0.165,59,5
REP027,2025-03-01,2025,3,1,75000.0,46825.61,62.43,20,3,2,0,46825.61,174040.85,2.32,0.101,65,6
REP027,2025-04-01,2025,4,2,75000.0,42430.84,56.57,15,2,2,2,21215.42,151616.32,2.02,0.112,75,7
REP027,2025-05-01,2025,5,2,75000.0,62881.83,83.84,30,8,3,1,62881.83,146779.47,1.96,0.129,75,8
REP027,2025-06-01,2025,6,2,75000.0,54963.88,73.29,21,11,3,2,27481.94,171389.24,2.29,0.149,85,9
REP027,2025-07-01,2025,7,3,75000.0,65646.91,87.53,20,5,2,2,32823.45,147918.64,1.97,0.132,91,10
REP027,2025-08-01,2025,8,3,75000.0,62698.98,83.6,33,3,0,0,62698.98,117292.57,1.56,0.107,98,11
REP027,2025-09-01,2025,9,3,75000.0,46037.95,61.38,19,10,2,3,15345.98,131903.32,1.76,0.135,90,12
REP027,2025-10-01,2025,10,4,75000.0,74816.27,99.76,29,9,4,2,37408.14,171615.07,2.29,0.102,86,13
REP027,2025-11-01,2025,11,4,75000.0,63921.77,85.23,28,9,3,1,63921.77,184188.24,2.46,0.124,84,14
REP027,2025-12-01,2025,12,4,75000.0,52301.42,69.74,18,5,2,0,52301.42,176388.44,2.35,0.182,88,15
REP028,2024-10-01,2024,10,4,62500.0,19201.85,30.72,31,5,4,3,6400.62,187843.13,3.01,0.219,51,0
REP028,2024-11-01,2024,11,4,62500.0,27241.0,43.59,36,10,4,3,9080.33,148725.32,2.38,0.271,60,1
REP028,2024-12-01,2024,12,4,62500.0,39529.88,63.25,27,13,5,2,19764.94,184999.59,2.96,0.239,56,2
REP028,2025-01-01,2025,1,1,62500.0,33311.58,53.3,25,10,5,3,11103.86,175872.22,2.81,0.269,81,3
REP028,2025-02-01,2025,2,1,62500.0,41646.18,66.63,35,11,4,2,20823.09,160423.25,2.57,0.212,56,4
REP028,2025-03-01,2025,3,1,62500.0,47659.63,76.26,28,13,4,2,23829.81,192460.32,3.08,0.252,75,5
REP028,2025-04-01,2025,4,2,62500.0,63141.01,101.03,26,16,4,0,63141.01,144235.42,2.31,0.249,76,6
REP028,2025-05-01,2025,5,2,62500.0,65856.15,105.37,22,6,4,2,32928.08,151188.83,2.42,0.207,64,7
REP028,2025-06-01,2025,6,2,62500.0,60680.47,97.09,24,9,4,3,20226.82,191270.51,3.06,0.272,60,8
REP028,2025-07-01,2025,7,3,62500.0,58066.96,92.91,28,7,2,3,19355.65,166166.34,2.66,0.227,50,9
REP028,2025-08-01,2025,8,3,62500.0,62872.54,100.6,31,10,4,1,62872.54,183477.0,2.94,0.299,53,10
REP028,2025-09-01,2025,9,3,62500.0,58669.16,93.87,35,11,6,3,19556.39,172372.7,2.76,0.24,84,11
REP028,2025-10-01,2025,10,4,62500.0,71835.2,114.94,31,6,4,3,23945.07,177930.07,2.85,0.271,55,12
REP028,2025-11-01,2025,11,4,62500.0,72173.78,115.48,29,13,4,2,36086.89,147044.99,2.35,0.245,51,13
REP028,2025-12-01,2025,12,4,62500.0,74137.12,118.62,26,6,4,1,74137.12,182569.15,2.92,0.23,62,14
REP029,2024-01-01,2024,1,1,50000.0,12235.69,24.47,36,11,4,1,12235.69,155338.68,3.11,0.225,68,0
REP029,2024-02-01,2024,2,1,50000.0,18399.7,36.8,14,11,4,0,18399.7,164952.47,3.3,0.222,61,1
REP029,2024-03-01,2024,3,1,50000.0,21484.2,42.97,22,18,5,2,10742.1,136783.6,2.74,0.213,57,2
REP029,2024-04-01,2024,4,2,50000.0,32620.6,65.24,18,15,3,3,10873.53,137241.97,2.74,0.29,56,3
REP029,2024-05-01,2024,5,2,50000.0,39045.57,78.09,22,11,5,5,7809.11,161617.41,3.23,0.286,62,4
REP029,2024-06-01,2024,6,2,50000.0,37937.64,75.88,19,4,5,3,12645.88,147711.02,2.95,0.3,42,5
REP029,2024-07-01,2024,7,3,50000.0,44909.1,89.82,21,12,4,2,22454.55,141959.55,2.84,0.226,70,6
REP029,2024-08-01,2024,8,3,50000.0,54703.38,109.41,34,16,4,2,27351.69,118211.93,2.36,0.259,62,7
REP029,2024-09-01,2024,9,3,50000.0,50710.04,101.42,31,9,3,2,25355.02,160693.81,3.21,0.298,65,8
REP029,2024-10-01,2024,10,4,50000.0,60927.16,121.85,34,14,3,3,20309.05,117854.72,2.36,0.234,52,9
REP029,2024-11-01,2024,11,4,50000.0,51178.77,102.36,32,13,4,3,17059.59,151841.32,3.04,0.25,59,10
REP029,2024-12-01,2024,12,4,50000.0,59591.41,119.18,24,5,3,3,19863.8,127712.96,2.55,0.263,84,11
REP029,2025-01-01,2025,1,1,50000.0,42838.73,85.68,32,19,5,3,14279.58,151372.62,3.03,0.287,68,12
REP029,2025-02-01,2025,2,1,50000.0,38137.84,76.28,34,11,4,2,19068.92,141272.26,2.83,0.211,42,13
REP029,2025-03-01,2025,3,1,50000.0,46694.48,93.39,32,11,5,3,15564.83,150781.04,3.02,0.269,54,14
REP029,2025-04-01,2025,4,2,50000.0,53663.92,107.33,21,14,3,3,17887.97,152961.95,3.06,0.262,60,15
REP029,2025-05-01,2025,5,2,50000.0,46791.26,93.58,23,14,3,3,15597.09,118539.57,2.37,0.266,53,16
REP029,2025-06-01,2025,6,2,50000.0,52614.94,105.23,29,18,4,2,26307.47,115958.39,2.32,0.243,66,17
REP029,2025-07-01,2025,7,3,50000.0,54791.26,109.58,24,13,3,2,27395.63,115732.36,2.31,0.292,53,18
REP029,2025-08-01,2025,8,3,50000.0,57436.13,114.87,24,10,4,3,19145.38,159753.83,3.2,0.257,70,19
REP029,2025-09-01,2025,9,3,50000.0,51100.96,102.2,26,7,4,2,25550.48,162365.0,3.25,0.221,62,20
REP029,2025-10-01,2025,10,4,50000.0,60205.25,120.41,31,7,4,3,20068.42,141044.29,2.82,0.247,68,21
REP029,2025-11-01,2025,11,4,50000.0,58721.76,117.44,15,9,5,1,58721.76,151682.14,3.03,0.284,37,22
REP029,2025-12-01,2025,12,4,50000.0,59174.73,118.35,28,11,3,1,59174.73,125915.16,2.52,0.205,57,23
REP030,2024-03-01,2024,3,1,100000.0,31304.57,31.3,35,19,6,2,15652.28,300684.07,3.01,0.347,39,0
REP030,2024-04-01,2024,4,2,100000.0,52127.93,52.13,41,18,7,4,13031.98,322361.26,3.22,0.386,42,1
REP030,2024-05-01,2024,5,2,100000.0,63560.11,63.56,55,17,8,4,15890.03,395283.44,3.95,0.324,44,2
REP030,2024-06-01,2024,6,2,100000.0,79129.79,79.13,53,19,7,2,39564.89,331572.11,3.32,0.379,33,3
REP030,2024-07-01,2024,7,3,100000.0,94361.67,94.36,53,19,8,4,23590.42,391260.5,3.91,0.318,39,4
REP030,2024-08-01,2024,8,3,100000.0,98332.15,98.33,58,17,7,3,32777.38,377002.12,3.77,0.363,45,5
REP030,2024-09-01,2024,9,3,100000.0,129195.5,129.2,43,21,7,3,43065.17,309252.86,3.09,0.34,36,6
REP030,2024-10-01,2024,10,4,100000.0,144567.88,144.57,59,20,8,3,48189.29,372747.71,3.73,0.379,36,7
REP030,2024-11-01,2024,11,4,100000.0,146494.04,146.49,36,20,7,4,36623.51,312781.18,3.13,0.358,61,8
REP030,2024-12-01,2024,12,4,100000.0,140996.23,141.0,45,18,7,4,35249.06,339029.55,3.39,0.389,50,9
REP030,2025-01-01,2025,1,1,100000.0,98786.94,98.79,51,19,8,2,49393.47,344967.7,3.45,0.335,53,10
REP030,2025-02-01,2025,2,1,100000.0,97171.08,97.17,52,20,8,5,19434.22,334337.78,3.34,0.302,48,11
REP030,2025-03-01,2025,3,1,100000.0,106932.55,106.93,46,23,5,4,26733.14,374641.98,3.75,0.315,37,12
REP030,2025-04-01,2025,4,2,100000.0,131949.46,131.95,35,18,7,2,65974.73,306930.78,3.07,0.358,60,13
REP030,2025-05-01,2025,5,2,100000.0,110729.25,110.73,49,18,8,3,36909.75,391172.78,3.91,0.37,46,14
REP030,2025-06-01,2025,6,2,100000.0,122684.74,122.68,36,19,8,3,40894.91,390445.28,3.9,0.3,60,15
REP030,2025-07-01,2025,7,3,100000.0,131742.11,131.74,50,22,7,2,65871.05,393489.3,3.93,0.364,14,16
REP030,2025-08-01,2025,8,3,100000.0,139090.03,139.09,35,19,7,4,34772.51,318163.14,3.18,0.33,44,17
REP030,2025-09-01,2025,9,3,100000.0,137894.61,137.89,39,19,7,5,27578.92,371489.84,3.71,0.343,30,18
REP030,2025-10-01,2025,10,4,100000.0,141193.27,141.19,43,14,7,3,47064.42,350915.8,3.51,0.302,31,19
REP030,2025-11-01,2025,11,4,100000.0,147999.25,148.0,41,21,9,3,49333.08,310363.67,3.1,0.37,51,20
REP030,2025-12-01,2025,12,4,100000.0,140983.73,140.98,42,23,8,3,46994.58,389902.4,3.9,0.362,44,21
REP031,2024-09-01,2024,9,3,100000.0,30871.83,30.87,30,15,6,1,30871.83,311371.03,3.11,0.222,53,0
REP031,2024-10-01,2024,10,4,100000.0,48486.93,48.49,14,15,5,2,24243.47,283647.04,2.84,0.25,68,1
REP031,2024-11-01,2024,11,4,100000.0,53264.22,53.26,21,12,4,2,26632.11,320319.07,3.2,0.271,58,2
REP031,2024-12-01,2024,12,4,100000.0,79722.95,79.72,23,13,4,3,26574.32,262344.29,2.62,0.282,71,3
REP031,2025-01-01,2025,1,1,100000.0,56814.98,56.81,30,9,5,3,18938.33,288493.09,2.88,0.227,66,4
REP031,2025-02-01,2025,2,1,100000.0,61978.63,61.98,32,9,5,2,30989.31,282088.22,2.82,0.267,54,5
REP031,2025-03-01,2025,3,1,100000.0,78559.03,78.56,36,12,5,2,39279.52,240189.18,2.4,0.202,51,6
REP031,2025-04-01,2025,4,2,100000.0,100404.57,100.4,25,12,4,1,100404.57,306315.01,3.06,0.28,46,7
REP031,2025-05-01,2025,5,2,100000.0,86112.73,86.11,15,10,3,2,43056.36,315317.58,3.15,0.258,49,8
REP031,2025-06-01,2025,6,2,100000.0,86973.25,86.97,29,7,3,1,86973.25,282926.74,2.83,0.258,54,9
REP031,2025-07-01,2025,7,3,100000.0,110393.49,110.39,38,10,4,4,27598.37,323454.02,3.23,0.273,73,10
REP031,2025-08-01,2025,8,3,100000.0,113341.53,113.34,31,14,7,3,37780.51,327833.08,3.28,0.277,62,11
REP031,2025-09-01,2025,9,3,100000.0,93726.62,93.73,27,7,4,3,31242.21,259036.19,2.59,0.208,63,12
REP031,2025-10-01,2025,10,4,100000.0,110954.79,110.95,20,15,4,1,110954.79,279751.64,2.8,0.228,56,13
REP031,2025-11-01,2025,11,4,100000.0,121920.99,121.92,31,11,3,3,40640.33,324530.7,3.25,0.292,50,14
REP031,2025-12-01,2025,12,4,100000.0,119502.79,119.5,40,11,4,3,39834.26,312091.92,3.12,0.243,53,15
REP032,2024-01-01,2024,1,1,62500.0,41402.94,66.24,23,7,5,4,10350.74,163845.81,2.62,0.203,65,5
REP032,2024-02-01,2024,2,1,62500.0,46845.96,74.95,29,14,4,2,23422.98,189289.81,3.03,0.253,57,6
REP032,2024-03-01,2024,3,1,62500.0,50248.12,80.4,28,12,5,4,12562.03,150947.24,2.42,0.259,66,7
REP032,2024-04-01,2024,4,2,62500.0,63546.34,101.67,32,11,4,1,63546.34,182534.8,2.92,0.264,53,8
REP032,2024-05-01,2024,5,2,62500.0,66397.88,106.24,32,5,7,2,33198.94,149703.06,2.4,0.203,55,9
REP032,2024-06-01,2024,6,2,62500.0,59431.65,95.09,22,13,5,4,14857.91,186248.23,2.98,0.22,59,10
REP032,2024-07-01,2024,7,3,62500.0,70927.07,113.48,46,7,4,4,17731.77,162663.95,2.6,0.246,68,11
REP032,2024-08-01,2024,8,3,62500.0,60364.16,96.58,21,10,5,3,20121.39,164478.62,2.63,0.272,55,12
REP032,2024-09-01,2024,9,3,62500.0,57588.27,92.14,62,7,4,2,28794.14,149532.29,2.39,0.21,56,13
REP032,2024-10-01,2024,10,4,62500.0,67481.46,107.97,22,13,5,2,33740.73,143829.25,2.3,0.289,42,14
REP032,2024-11-01,2024,11,4,62500.0,78136.48,125.02,31,11,5,3,26045.49,186361.59,2.98,0.289,53,15
REP032,2024-12-01,2024,12,4,62500.0,76734.64,122.78,27,10,7,3,25578.21,144706.91,2.32,0.278,48,16
REP032,2025-01-01,2025,1,1,62500.0,55905.69,89.45,16,10,4,2,27952.84,175198.7,2.8,0.249,54,17
REP032,2025-02-01,2025,2,1,62500.0,45208.84,72.33,10,12,3,0,45208.84,168168.35,2.69,0.267,53,18
REP032,2025-03-01,2025,3,1,62500.0,54841.08,87.75,24,4,5,2,27420.54,144409.48,2.31,0.209,55,19
REP032,2025-04-01,2025,4,2,62500.0,61825.6,98.92,27,13,4,2,30912.8,168039.43,2.69,0.204,62,20
REP032,2025-05-01,2025,5,2,62500.0,68605.45,109.77,34,11,6,1,68605.45,172627.46,2.76,0.29,60,21
REP032,2025-06-01,2025,6,2,62500.0,53919.58,86.27,26,14,6,3,17973.19,172047.15,2.75,0.284,73,22
REP032,2025-07-01,2025,7,3,62500.0,69717.87,111.55,42,16,5,1,69717.87,167746.69,2.68,0.244,60,23
REP032,2025-08-01,2025,8,3,62500.0,58104.66,92.97,30,9,4,1,58104.66,190287.31,3.04,0.296,49,24
REP032,2025-09-01,2025,9,3,62500.0,66807.11,106.89,38,9,6,2,33403.56,153976.03,2.46,0.257,58,25
REP032,2025-10-01,2025,10,4,62500.0,73198.37,117.12,38,12,4,3,24399.46,189276.41,3.03,0.232,49,26
REP032,2025-11-01,2025,11,4,62500.0,74286.53,118.86,25,10,4,3,24762.18,166249.53,2.66,0.208,70,27
REP032,2025-12-01,2025,12,4,62500.0,71743.08,114.79,45,10,6,1,71743.08,198218.03,3.17,0.224,59,28
REP033,2024-12-01,2024,12,4,50000.0,16502.66,33.01,31,9,4,2,8251.33,153122.23,3.06,0.29,49,0
REP033,2025-01-01,2025,1,1,50000.0,17707.36,35.41,32,9,6,3,5902.45,156262.43,3.13,0.287,76,1
REP033,2025-02-01,2025,2,1,50000.0,20267.08,40.53,24,11,6,3,6755.69,160981.75,3.22,0.231,59,2
REP033,2025-03-01,2025,3,1,50000.0,24158.13,48.32,47,14,5,1,24158.13,146606.12,2.93,0.25,47,3
REP033,2025-04-01,2025,4,2,50000.0,37059.07,74.12,33,12,7,3,12353.02,162388.48,3.25,0.205,76,4
REP033,2025-05-01,2025,5,2,50000.0,37253.86,74.51,34,9,5,2,18626.93,151643.87,3.03,0.251,57,5
REP033,2025-06-01,2025,6,2,50000.0,50609.19,101.22,39,14,6,2,25304.59,143071.92,2.86,0.285,48,6
REP033,2025-07-01,2025,7,3,50000.0,50447.85,100.9,29,14,6,2,25223.93,144153.38,2.88,0.296,62,7
REP033,2025-08-01,2025,8,3,50000.0,44934.64,89.87,46,6,4,1,44934.64,125261.0,2.51,0.219,66,8
REP033,2025-09-01,2025,9,3,50000.0,46273.7,92.55,35,10,5,3,15424.57,154866.84,3.1,0.227,69,9
REP033,2025-10-01,2025,10,4,50000.0,52543.58,105.09,15,9,6,2,26271.79,124043.73,2.48,0.273,75,10
REP033,2025-11-01,2025,11,4,50000.0,54782.16,109.56,23,11,6,3,18260.72,133933.71,2.68,0.295,63,11
REP033,2025-12-01,2025,12,4,50000.0,61704.78,123.41,35,14,3,2,30852.39,164973.39,3.3,0.262,56,12
