deal_id,rep_id,deal_date,customer_segment,territory,deal_size_usd,discount_pct,final_deal_value,cycle_days,deal_status,loss_reason
DEAL00603,REP017,2024-02-16,Mid-Market,APAC,41555,0,41555.0,66,Lost,Timing
DEAL00604,REP017,2025-12-08,Mid-Market,APAC,36564,5,34735.8,57,Lost,Competitor
DEAL00605,REP017,2024-07-20,Mid-Market,APAC,36202,15,30771.7,44,Lost,No Decision
DEAL00606,REP017,2025-05-08,Mid-Market,APAC,93617,10,84255.3,59,Lost,No Decision
DEAL00607,REP017,2025-10-17,Mid-Market,APAC,75805,15,64434.25,68,Lost,Price
DEAL00608,REP017,2024-01-08,Mid-Market,APAC,31389,5,29819.55,64,Lost,Price
DEAL00609,REP017,2024-02-24,Mid-Market,APAC,74237,10,66813.3,52,Lost,Poor Fit
DEAL00610,REP017,2024-07-16,Mid-Market,APAC,79235,15,67349.75,51,Lost,Timing
DEAL00611,REP017,2024-12-05,Mid-Market,APAC,62550,0,62550.0,59,Lost,Timing
DEAL00612,REP017,2025-06-11,Mid-Market,APAC,95043,0,95043.0,56,Lost,Price
DEAL00613,REP017,2024-12-30,Mid-Market,APAC,91198,5,86638.1,93,Won,
DEAL00614,REP017,2024-09-15,Mid-Market,APAC,40582,5,38552.9,46,Won,
DEAL00615,REP017,2024-12-08,Mid-Market,APAC,95233,25,71424.75,90,Lost,Competitor
DEAL00616,REP017,2025-10-24,Mid-Market,APAC,31940,10,28746.0,48,Lost,Timing
DEAL00617,REP017,2024-10-27,Mid-Market,APAC,79812,20,63849.6,116,Won,
DEAL00618,REP017,2025-10-01,Mid-Market,APAC,26617,0,26617.0,79,Won,
DEAL00619,REP017,2025-10-10,Mid-Market,APAC,88620,15,75327.0,36,Won,
DEAL00620,REP017,2025-09-20,Mid-Market,APAC,56786,20,45428.8,54,Lost,Competitor
DEAL00621,REP018,2025-12-21,Enterprise,North America,382868,0,382868.0,149,Lost,Competitor
DEAL00622,REP018,2025-06-03,Enterprise,North America,143634,5,136452.3,110,Lost,Poor Fit
DEAL00623,REP018,2024-02-05,Enterprise,North America,315886,0,315886.0,95,Lost,Poor Fit
DEAL00624,REP018,2025-03-30,Enterprise,North America,225611,0,225611.0,103,Won,
DEAL00625,REP018,2024-10-17,Enterprise,North America,258070,0,258070.0,91,Lost,Timing
DEAL00626,REP018,2024-10-20,Enterprise,North America,197375,0,197375.0,151,Lost,Price
DEAL00627,REP018,2024-02-19,Enterprise,North America,161331,10,145197.9,58,Lost,Timing
DEAL00628,REP018,2024-11-15,Enterprise,North America,130412,5,123891.4,149,Lost,Timing
DEAL00629,REP018,2024-03-05,Enterprise,North America,132309,0,132309.0,71,Lost,Price
DEAL00630,REP018,2025-10-09,Enterprise,North America,355536,15,302205.6,152,Lost,No Decision
DEAL00631,REP018,2024-01-16,Enterprise,North America,474494,10,427044.6,126,Won,
DEAL00632,REP018,2024-02-22,Enterprise,North America,221139,20,176911.2,113,Lost,Timing
DEAL00633,REP018,2025-12-04,Enterprise,North America,304830,5,289588.5,114,Won,
DEAL00634,REP018,2025-06-12,Enterprise,North America,168354,15,143100.9,132,Lost,Price
DEAL00635,REP018,2024-04-21,Enterprise,North America,212637,5,202005.15,128,Lost,Timing
DEAL00636,REP018,2024-01-18,Enterprise,North America,144858,5,137615.1,76,Lost,Competitor
DEAL00637,REP018,2024-11-27,Enterprise,North America,473095,25,354821.25,136,Lost,Missing Feature
DEAL00638,REP018,2024-01-09,Enterprise,North America,105149,20,84119.2,114,Won,
DEAL00639,REP018,2025-03-01,Enterprise,North America,360800,15,306680.0,144,Won,
DEAL00640,REP018,2025-12-27,Enterprise,North America,477275,20,381820.0,64,Won,
DEAL00641,REP018,2025-03-31,Enterprise,North America,313614,5,297933.3,174,Lost,Timing
DEAL00642,REP018,2025-09-02,Enterprise,North America,426478,30,298534.6,104,Lost,Competitor
DEAL00643,REP018,2024-01-26,Enterprise,North America,190352,5,180834.4,95,Won,
DEAL00644,REP018,2025-04-12,Enterprise,North America,290091,5,275586.45,124,Lost,Timing
DEAL00645,REP018,2024-03-22,Enterprise,North America,175379,10,157841.1,174,Won,
DEAL00646,REP018,2024-02-27,Enterprise,North America,231666,0,231666.0,103,Lost,No Decision
DEAL00647,REP018,2025-11-01,Enterprise,North America,218243,30,152770.1,64,Lost,Competitor
DEAL00648,REP018,2024-05-29,Enterprise,North America,283293,10,254963.7,153,Lost,Price
DEAL00649,REP018,2024-05-27,Enterprise,North America,293366,15,249361.1,117,Lost,Missing Feature
DEAL00650,REP018,2024-05-22,Enterprise,North America,118330,10,106497.0,135,Lost,Price
DEAL00651,REP018,2024-10-23,Enterprise,North America,108070,0,108070.0,93,Lost,Price
DEAL00652,REP018,2024-04-18,Enterprise,North America,198704,5,188768.8,114,Lost,Missing Feature
DEAL00653,REP018,2024-12-06,Enterprise,North America,295961,5,281162.95,91,Won,
DEAL00654,REP018,2025-09-22,Enterprise,North America,472997,10,425697.3,150,Lost,No Decision
DEAL00655,REP019,2024-08-24,SMB,North America,22110,25,16582.5,12,Lost,Timing
DEAL00656,REP019,2024-02-06,SMB,North America,24859,0,24859.0,61,Won,
DEAL00657,REP019,2024-07-27,SMB,North America,6602,0,6602.0,28,Lost,Timing
DEAL00658,REP019,2025-03-09,SMB,North America,18788,10,16909.2,38,Won,
DEAL00659,REP019,2024-08-31,SMB,North America,8684,20,6947.2,14,Lost,Price
DEAL00660,REP019,2024-06-15,SMB,North America,9830,10,8847.0,23,Won,
DEAL00661,REP019,2024-06-04,SMB,North America,22032,0,22032.0,33,Lost,Price
DEAL00662,REP019,2024-04-25,SMB,North America,20562,30,14393.4,22,Won,
DEAL00663,REP019,2024-11-11,SMB,North America,9942,5,9444.9,43,Lost,Price
DEAL00664,REP019,2025-04-09,SMB,North America,11651,10,10485.9,36,Lost,Competitor
DEAL00665,REP019,2024-02-25,SMB,North America,11474,5,10900.3,14,Won,
DEAL00666,REP019,2024-12-05,SMB,North America,14388,0,14388.0,20,Lost,Missing Feature
DEAL00667,REP019,2025-06-16,SMB,North America,8249,5,7836.55,24,Lost,No Decision
DEAL00668,REP019,2024-11-15,SMB,North America,13469,5,12795.55,30,Lost,Budget Cut
DEAL00669,REP019,2024-02-05,SMB,North America,17942,10,16147.8,38,Lost,Competitor
DEAL00670,REP019,2024-01-02,SMB,North America,23102,5,21946.9,7,Lost,Competitor
DEAL00671,REP019,2025-08-05,SMB,North America,7882,10,7093.8,36,Won,
DEAL00672,REP019,2025-06-11,SMB,North America,17076,0,17076.0,34,Won,
DEAL00673,REP019,2025-03-21,SMB,North America,6401,10,5760.9,31,Won,
DEAL00674,REP019,2025-06-15,SMB,North America,24115,15,20497.75,40,Won,
DEAL00675,REP019,2025-05-04,SMB,North America,11834,15,10058.9,44,Lost,No Decision
DEAL00676,REP019,2024-07-04,SMB,North America,11470,5,10896.5,36,Lost,No Decision
DEAL00677,REP019,2024-05-12,SMB,North America,17495,10,15745.5,37,Lost,No Decision
DEAL00678,REP019,2025-01-27,SMB,North America,21950,15,18657.5,35,Lost,Missing Feature
DEAL00679,REP019,2024-05-28,SMB,North America,7670,15,6519.5,28,Lost,Competitor
DEAL00680,REP019,2025-05-06,SMB,North America,17329,20,13863.2,39,Won,
DEAL00681,REP019,2024-02-27,SMB,North America,14901,20,11920.8,26,Lost,Timing
DEAL00682,REP019,2025-02-16,SMB,North America,9857,15,8378.45,29,Lost,Poor Fit
DEAL00683,REP019,2025-06-25,SMB,North America,9251,5,8788.45,41,Won,
DEAL00684,REP019,2025-10-15,SMB,North America,8123,15,6904.55,22,Won,
DEAL00685,REP019,2025-02-27,SMB,North America,14879,20,11903.2,18,Lost,Missing Feature
DEAL00686,REP019,2024-08-28,SMB,North America,19225,20,15380.0,21,Lost,Competitor
DEAL00687,REP019,2025-12-13,SMB,North America,12015,5,11414.25,41,Lost,Timing
DEAL00688,REP019,2024-09-15,SMB,North America,9693,15,8239.05,25,Won,
DEAL00689,REP019,2025-02-19,SMB,North America,23395,20,18716.0,18,Lost,Timing
DEAL00690,REP019,2025-02-18,SMB,North America,9213,0,9213.0,24,Lost,Timing
DEAL00691,REP019,2025-03-17,SMB,North America,19430,5,18458.5,10,Won,
DEAL00692,REP019,2025-04-08,SMB,North America,21519,5,20443.05,28,Lost,Missing Feature
DEAL00693,REP019,2025-05-19,SMB,North America,20819,15,17696.15,31,Lost,No Decision
DEAL00694,REP020,2025-09-14,SMB,EMEA,7121,10,6408.9,29,Lost,No Decision
DEAL00695,REP020,2025-01-13,SMB,EMEA,5113,25,3834.75,30,Won,
DEAL00696,REP020,2025-05-15,SMB,EMEA,7652,30,5356.4,8,Lost,Budget Cut
DEAL00697,REP020,2024-08-20,SMB,EMEA,19708,5,18722.6,35,Lost,Missing Feature
DEAL00698,REP020,2024-02-21,SMB,EMEA,11563,0,11563.0,35,Lost,Price
DEAL00699,REP020,2024-07-03,SMB,EMEA,9352,10,8416.8,23,Lost,Price
DEAL00700,REP020,2025-08-23,SMB,EMEA,23471,20,18776.8,20,Won,
DEAL00701,REP020,2024-12-15,SMB,EMEA,23440,0,23440.0,29,Won,
DEAL00702,REP020,2025-01-27,SMB,EMEA,18336,0,18336.0,35,Lost,Poor Fit
DEAL00703,REP020,2024-11-27,SMB,EMEA,22167,25,16625.25,29,Lost,Missing Feature
DEAL00704,REP020,2025-11-05,SMB,EMEA,23260,5,22097.0,29,Lost,Price
DEAL00705,REP020,2025-09-01,SMB,EMEA,10518,0,10518.0,29,Lost,No Decision
DEAL00706,REP020,2025-10-18,SMB,EMEA,10858,5,10315.1,28,Lost,No Decision
DEAL00707,REP020,2025-03-25,SMB,EMEA,13758,20,11006.4,23,Lost,Competitor
DEAL00708,REP020,2024-06-28,SMB,EMEA,19281,0,19281.0,26,Lost,Competitor
DEAL00709,REP020,2025-04-19,SMB,EMEA,6310,0,6310.0,32,Won,
DEAL00710,REP020,2025-12-25,SMB,EMEA,15420,10,13878.0,24,Lost,Competitor
DEAL00711,REP020,2024-04-25,SMB,EMEA,19801,5,18810.95,20,Lost,Timing
DEAL00712,REP020,2024-09-13,SMB,EMEA,12077,0,12077.0,19,Won,
DEAL00713,REP020,2024-02-19,SMB,EMEA,15254,0,15254.0,33,Won,
DEAL00714,REP020,2025-03-30,SMB,EMEA,15627,5,14845.65,35,Lost,Missing Feature
DEAL00715,REP020,2024-05-13,SMB,EMEA,13366,5,12697.7,33,Lost,No Decision
DEAL00716,REP020,2024-05-24,SMB,EMEA,16170,25,12127.5,38,Lost,Missing Feature
DEAL00717,REP020,2024-11-20,SMB,EMEA,7410,0,7410.0,27,Lost,Budget Cut
DEAL00718,REP020,2025-02-13,SMB,EMEA,8956,5,8508.2,32,Lost,Price
DEAL00719,REP020,2025-08-26,SMB,EMEA,24731,10,22257.9,38,Lost,Price
DEAL00720,REP020,2024-11-24,SMB,EMEA,24741,30,17318.7,37,Lost,Price
DEAL00721,REP020,2024-07-13,SMB,EMEA,13262,30,9283.4,31,Lost,Timing
DEAL00722,REP020,2024-12-15,SMB,EMEA,15384,10,13845.6,25,Won,
DEAL00723,REP020,2024-09-16,SMB,EMEA,18404,10,16563.6,34,Lost,No Decision
DEAL00724,REP020,2025-01-13,SMB,EMEA,13261,5,12597.95,22,Lost,Timing
DEAL00725,REP020,2024-09-20,SMB,EMEA,9787,10,8808.3,40,Lost,Price
DEAL00726,REP020,2024-04-21,SMB,EMEA,6852,20,5481.6,23,Lost,No Decision
DEAL00727,REP021,2024-08-25,Mid-Market,APAC,74606,15,63415.1,58,Won,
DEAL00728,REP021,2025-02-05,Mid-Market,APAC,27665,0,27665.0,49,Lost,No Decision
DEAL00729,REP021,2024-07-15,Mid-Market,APAC,45998,10,41398.2,76,Lost,Price
DEAL00730,REP021,2025-07-28,Mid-Market,APAC,89175,20,71340.0,64,Won,
DEAL00731,REP021,2024-05-13,Mid-Market,APAC,76042,0,76042.0,66,Won,
DEAL00732,REP021,2024-03-10,Mid-Market,APAC,60085,10,54076.5,87,Won,
DEAL00733,REP021,2024-06-09,Mid-Market,APAC,93748,30,65623.6,85,Lost,Price
DEAL00734,REP021,2025-07-23,Mid-Market,APAC,35306,25,26479.5,85,Lost,Timing
DEAL00735,REP021,2025-02-02,Mid-Market,APAC,28936,15,24595.6,41,Won,
DEAL00736,REP021,2024-10-15,Mid-Market,APAC,90696,10,81626.4,58,Lost,Competitor
DEAL00737,REP021,2025-08-22,Mid-Market,APAC,38786,5,36846.7,59,Won,
DEAL00738,REP021,2025-10-14,Mid-Market,APAC,52835,20,42268.0,40,Won,
DEAL00739,REP021,2024-09-19,Mid-Market,APAC,92035,10,82831.5,45,Won,
DEAL00740,REP021,2024-10-01,Mid-Market,APAC,87898,5,83503.1,91,Lost,No Decision
DEAL00741,REP021,2024-07-22,Mid-Market,APAC,73285,0,73285.0,64,Lost,Timing
DEAL00742,REP021,2024-08-16,Mid-Market,APAC,36226,15,30792.1,76,Lost,Price
DEAL00743,REP021,2024-03-27,Mid-Market,APAC,29965,5,28466.75,53,Won,
DEAL00744,REP021,2024-09-30,Mid-Market,APAC,92894,0,92894.0,89,Lost,No Decision
DEAL00745,REP021,2024-09-25,Mid-Market,APAC,25518,5,24242.1,69,Won,
DEAL00746,REP021,2024-10-14,Mid-Market,APAC,49395,0,49395.0,49,Won,
DEAL00747,REP021,2024-04-12,Mid-Market,APAC,33083,0,33083.0,54,Won,
DEAL00748,REP021,2025-04-10,Mid-Market,APAC,31613,0,31613.0,47,Lost,Price
DEAL00749,REP021,2025-05-29,Mid-Market,APAC,47068,20,37654.4,60,Lost,Poor Fit
DEAL00750,REP021,2024-11-20,Mid-Market,APAC,60162,0,60162.0,71,Lost,Competitor
DEAL00751,REP021,2025-08-22,Mid-Market,APAC,75388,0,75388.0,42,Lost,Competitor
DEAL00752,REP021,2025-03-22,Mid-Market,APAC,84998,15,72248.3,97,Won,
DEAL00753,REP021,2024-07-16,Mid-Market,APAC,62739,10,56465.1,77,Won,
DEAL00754,REP021,2024-09-02,Mid-Market,APAC,82114,10,73902.6,70,Won,
DEAL00755,REP021,2024-01-07,Mid-Market,APAC,90282,5,85767.9,69,Won,
DEAL00756,REP021,2024-12-25,Mid-Market,APAC,58542,5,55614.9,74,Lost,Budget Cut
DEAL00757,REP021,2025-12-05,Mid-Market,APAC,65565,20,52452.0,57,Lost,No Decision
DEAL00758,REP021,2025-08-29,Mid-Market,APAC,73708,5,70022.6,73,Lost,Budget Cut
DEAL00759,REP021,2024-02-17,Mid-Market,APAC,34369,15,29213.65,48,Won,
DEAL00760,REP021,2024-05-09,Mid-Market,APAC,93089,5,88434.55,63,Won,
DEAL00761,REP021,2024-12-14,Mid-Market,APAC,83228,0,83228.0,97,Won,
DEAL00762,REP021,2024-12-07,Mid-Market,APAC,90994,5,86444.3,62,Won,
DEAL00763,REP021,2025-06-10,Mid-Market,APAC,67967,15,57771.95,58,Won,
DEAL00764,REP021,2024-04-05,Mid-Market,APAC,27589,0,27589.0,57,Won,
DEAL00765,REP021,2024-02-08,Mid-Market,APAC,32711,5,31075.45,51,Lost,No Decision
DEAL00766,REP021,2024-09-05,Mid-Market,APAC,66730,0,66730.0,64,Won,
DEAL00767,REP021,2025-12-02,Mid-Market,APAC,98511,5,93585.45,84,Lost,Timing
DEAL00768,REP021,2025-02-14,Mid-Market,APAC,66753,15,56740.05,60,Lost,Budget Cut
DEAL00769,REP021,2025-08-07,Mid-Market,APAC,89482,5,85007.9,60,Won,
DEAL00770,REP021,2025-09-18,Mid-Market,APAC,29983,5,28483.85,59,Won,
DEAL00771,REP021,2024-09-24,Mid-Market,APAC,29758,0,29758.0,94,Lost,Poor Fit
DEAL00772,REP021,2024-09-29,Mid-Market,APAC,66862,0,66862.0,48,Won,
DEAL00773,REP021,2024-04-01,Mid-Market,APAC,43940,0,43940.0,77,Lost,No Decision
DEAL00774,REP021,2024-08-21,Mid-Market,APAC,27821,0,27821.0,99,Lost,Poor Fit
DEAL00775,REP021,2024-08-10,Mid-Market,APAC,94081,10,84672.9,56,Won,
DEAL00776,REP021,2024-10-18,Mid-Market,APAC,52041,25,39030.75,42,Lost,Competitor
DEAL00777,REP021,2024-04-09,Mid-Market,APAC,86102,15,73186.7,59,Won,
DEAL00778,REP021,2024-05-02,Mid-Market,APAC,69941,15,59449.85,45,Lost,Competitor
DEAL00779,REP022,2024-12-28,SMB,EMEA,15338,0,15338.0,50,Lost,Poor Fit
DEAL00780,REP022,2025-07-31,SMB,EMEA,21905,0,21905.0,23,Won,
DEAL00781,REP022,2024-05-02,SMB,EMEA,6002,10,5401.8,34,Lost,Poor Fit
DEAL00782,REP022,2025-02-08,SMB,EMEA,22044,0,22044.0,30,Lost,Poor Fit
DEAL00783,REP022,2025-08-06,SMB,EMEA,15416,5,14645.2,26,Won,
DEAL00784,REP022,2024-04-20,SMB,EMEA,23182,0,23182.0,15,Lost,No Decision
DEAL00785,REP022,2024-07-12,SMB,EMEA,19030,5,18078.5,20,Won,
DEAL00786,REP022,2024-05-10,SMB,EMEA,9896,10,8906.4,26,Lost,Timing
DEAL00787,REP022,2025-12-20,SMB,EMEA,17559,0,17559.0,14,Won,
DEAL00788,REP022,2025-07-21,SMB,EMEA,10990,15,9341.5,26,Lost,Poor Fit
DEAL00789,REP022,2025-08-11,SMB,EMEA,5058,10,4552.2,42,Lost,Competitor
DEAL00790,REP022,2025-12-26,SMB,EMEA,14725,0,14725.0,30,Lost,Competitor
DEAL00791,REP022,2024-05-08,SMB,EMEA,16026,10,14423.4,7,Lost,Poor Fit
DEAL00792,REP022,2025-10-07,SMB,EMEA,24961,5,23712.95,33,Lost,No Decision
DEAL00793,REP022,2024-06-13,SMB,EMEA,19333,15,16433.05,19,Lost,Competitor
DEAL00794,REP022,2024-09-03,SMB,EMEA,6104,20,4883.2,40,Lost,Missing Feature
DEAL00795,REP022,2025-06-26,SMB,EMEA,19960,5,18962.0,40,Lost,Poor Fit
DEAL00796,REP023,2025-03-16,Enterprise,EMEA,151712,0,151712.0,122,Won,
DEAL00797,REP023,2024-12-03,Enterprise,EMEA,274021,5,260319.95,79,Won,
DEAL00798,REP023,2025-05-11,Enterprise,EMEA,392155,20,313724.0,65,Won,
DEAL00799,REP023,2025-04-17,Enterprise,EMEA,421064,0,421064.0,102,Won,
DEAL00800,REP023,2024-10-28,Enterprise,EMEA,270307,30,189214.9,112,Lost,Competitor
DEAL00801,REP023,2025-04-28,Enterprise,EMEA,313065,20,250452.0,90,Won,
DEAL00802,REP023,2024-05-08,Enterprise,EMEA,499877,0,499877.0,134,Won,
DEAL00803,REP023,2024-07-13,Enterprise,EMEA,191070,10,171963.0,171,Lost,Timing
DEAL00804,REP023,2025-11-24,Enterprise,EMEA,499325,15,424426.25,126,Lost,No Decision
DEAL00805,REP023,2024-07-27,Enterprise,EMEA,262187,15,222858.95,107,Won,
DEAL00806,REP023,2025-07-30,Enterprise,EMEA,439403,5,417432.85,128,Won,
DEAL00807,REP023,2025-03-31,Enterprise,EMEA,302049,10,271844.1,123,Lost,Price
DEAL00808,REP023,2025-12-27,Enterprise,EMEA,181271,10,163143.9,123,Lost,Price
DEAL00809,REP023,2024-06-15,Enterprise,EMEA,445587,5,423307.65,169,Won,
DEAL00810,REP023,2024-04-08,Enterprise,EMEA,275725,10,248152.5,137,Lost,Competitor
DEAL00811,REP023,2025-05-04,Enterprise,EMEA,434943,10,391448.7,119,Won,
DEAL00812,REP023,2024-11-27,Enterprise,EMEA,476466,25,357349.5,155,Won,
DEAL00813,REP023,2025-02-17,Enterprise,EMEA,219599,0,219599.0,146,Won,
DEAL00814,REP023,2024-02-10,Enterprise,EMEA,395103,10,355592.7,128,Won,
DEAL00815,REP023,2024-05-15,Enterprise,EMEA,365593,5,347313.35,107,Lost,Missing Feature
DEAL00816,REP023,2025-08-01,Enterprise,EMEA,354340,5,336623.0,155,Won,
DEAL00817,REP023,2024-03-22,Enterprise,EMEA,472174,15,401347.9,72,Won,
DEAL00818,REP023,2024-01-19,Enterprise,EMEA,149757,20,119805.6,133,Won,
DEAL00819,REP023,2024-12-08,Enterprise,EMEA,312916,15,265978.6,139,Won,
DEAL00820,REP023,2024-08-13,Enterprise,EMEA,101783,10,91604.7,86,Lost,Price
DEAL00821,REP023,2024-07-29,Enterprise,EMEA,492004,0,492004.0,126,Lost,Missing Feature
DEAL00822,REP023,2024-06-17,Enterprise,EMEA,305156,20,244124.8,99,Won,
DEAL00823,REP023,2024-04-06,Enterprise,EMEA,169770,5,161281.5,141,Won,
DEAL00824,REP023,2024-10-14,Enterprise,EMEA,199329,15,169429.65,122,Lost,No Decision
DEAL00825,REP023,2025-09-08,Enterprise,EMEA,344042,5,326839.9,99,Won,
DEAL00826,REP023,2024-04-14,Enterprise,EMEA,270209,15,229677.65,111,Won,
DEAL00827,REP023,2024-12-06,Enterprise,EMEA,110108,10,99097.2,134,Lost,Price
DEAL00828,REP023,2024-02-08,Enterprise,EMEA,424078,0,424078.0,147,Lost,Price
DEAL00829,REP023,2025-07-14,Enterprise,EMEA,317815,10,286033.5,123,Won,
DEAL00830,REP023,2024-08-05,Enterprise,EMEA,324320,10,291888.0,122,Lost,Price
DEAL00831,REP023,2025-12-11,Enterprise,EMEA,377928,0,377928.0,176,Won,
DEAL00832,REP023,2024-02-17,Enterprise,EMEA,423361,5,402192.95,140,Lost,No Decision
DEAL00833,REP023,2024-02-05,Enterprise,EMEA,108177,10,97359.3,131,Won,
DEAL00834,REP023,2025-08-03,Enterprise,EMEA,265926,10,239333.4,73,Won,
DEAL00835,REP023,2025-07-01,Enterprise,EMEA,427371,0,427371.0,76,Won,
DEAL00836,REP023,2025-08-31,Enterprise,EMEA,110273,25,82704.75,106,Lost,Competitor
DEAL00837,REP023,2024-01-24,Enterprise,EMEA,183460,10,165114.0,114,Lost,Poor Fit
DEAL00838,REP023,2025-09-29,Enterprise,EMEA,146073,0,146073.0,165,Lost,Budget Cut
DEAL00839,REP023,2025-12-29,Enterprise,EMEA,340787,5,323747.65,119,Won,
DEAL00840,REP023,2024-03-06,Enterprise,EMEA,391517,5,371941.15,142,Won,
DEAL00841,REP023,2025-02-18,Enterprise,EMEA,249712,30,174798.4,120,Won,
DEAL00842,REP023,2025-03-15,Enterprise,EMEA,181526,20,145220.8,112,Won,
DEAL00843,REP023,2025-09-11,Enterprise,EMEA,186437,5,177115.15,104,Lost,Competitor
DEAL00844,REP023,2024-08-25,Enterprise,EMEA,371601,0,371601.0,100,Won,
DEAL00845,REP023,2024-05-02,Enterprise,EMEA,202020,0,202020.0,83,Lost,Timing
DEAL00846,REP023,2024-11-27,Enterprise,EMEA,310694,10,279624.6,90,Lost,Timing
DEAL00847,REP023,2025-07-06,Enterprise,EMEA,278270,0,278270.0,100,Lost,Competitor
DEAL00848,REP023,2025-12-19,Enterprise,EMEA,340014,0,340014.0,74,Lost,Missing Feature
DEAL00849,REP023,2024-10-02,Enterprise,EMEA,421827,0,421827.0,96,Lost,Price
DEAL00850,REP023,2025-10-03,Enterprise,EMEA,338788,5,321848.6,114,Lost,Price
DEAL00851,REP023,2025-07-21,Enterprise,EMEA,457109,15,388542.65,176,Won,
DEAL00852,REP023,2025-05-01,Enterprise,EMEA,418442,10,376597.8,128,Won,
DEAL00853,REP024,2025-03-10,SMB,North America,14893,0,14893.0,17,Won,
DEAL00854,REP024,2024-12-01,SMB,North America,15317,10,13785.3,23,Lost,Competitor
DEAL00855,REP024,2024-04-20,SMB,North America,23748,15,20185.8,33,Lost,Missing Feature
DEAL00856,REP024,2025-11-17,SMB,North America,7964,5,7565.8,27,Won,
DEAL00857,REP024,2024-11-25,SMB,North America,24116,5,22910.2,18,Lost,Competitor
DEAL00858,REP024,2024-11-30,SMB,North America,8756,20,7004.8,26,Won,
DEAL00859,REP024,2024-12-15,SMB,North America,22540,5,21413.0,24,Won,
DEAL00860,REP024,2024-01-20,SMB,North America,12902,5,12256.9,38,Lost,Competitor
DEAL00861,REP024,2025-12-01,SMB,North America,23302,15,19806.7,39,Lost,Competitor
DEAL00862,REP024,2024-03-23,SMB,North America,16101,10,14490.9,46,Lost,Price
DEAL00863,REP024,2025-10-29,SMB,North America,17674,0,17674.0,34,Lost,Missing Feature
DEAL00864,REP024,2025-03-18,SMB,North America,20032,0,20032.0,27,Lost,Price
DEAL00865,REP024,2024-11-26,SMB,North America,15280,0,15280.0,9,Won,
DEAL00866,REP024,2024-05-16,SMB,North America,15148,15,12875.8,37,Won,
DEAL00867,REP024,2024-07-15,SMB,North America,6119,10,5507.1,35,Won,
DEAL00868,REP024,2025-03-22,SMB,North America,16772,0,16772.0,33,Won,
DEAL00869,REP024,2025-06-02,SMB,North America,10176,0,10176.0,48,Lost,Competitor
DEAL00870,REP024,2024-01-03,SMB,North America,11015,15,9362.75,46,Lost,Competitor
DEAL00871,REP024,2025-08-31,SMB,North America,17176,0,17176.0,27,Lost,Timing
DEAL00872,REP024,2025-02-16,SMB,North America,23288,10,20959.2,27,Lost,Timing
DEAL00873,REP024,2025-04-01,SMB,North America,14623,5,13891.85,45,Lost,Poor Fit
DEAL00874,REP024,2024-09-02,SMB,North America,20907,5,19861.65,34,Won,
DEAL00875,REP024,2024-08-17,SMB,North America,16332,0,16332.0,35,Won,
DEAL00876,REP024,2024-10-19,SMB,North America,8819,10,7937.1,13,Won,
DEAL00877,REP024,2024-08-03,SMB,North America,24164,10,21747.6,24,Won,
DEAL00878,REP024,2025-06-09,SMB,North America,13799,5,13109.05,43,Won,
DEAL00879,REP024,2025-04-10,SMB,North America,10015,0,10015.0,32,Won,
DEAL00880,REP024,2024-06-09,SMB,North America,23423,15,19909.55,39,Lost,Timing
DEAL00881,REP024,2024-11-03,SMB,North America,13172,5,12513.4,35,Won,
DEAL00882,REP024,2024-05-29,SMB,North America,19826,15,16852.1,33,Won,
DEAL00883,REP024,2024-01-29,SMB,North America,5944,0,5944.0,31,Won,
DEAL00884,REP024,2025-06-07,SMB,North America,6665,20,5332.0,22,Lost,Price
DEAL00885,REP024,2024-06-11,SMB,North America,14460,20,11568.0,30,Lost,Competitor
DEAL00886,REP024,2025-06-17,SMB,North America,14338,10,12904.2,16,Lost,Price
DEAL00887,REP024,2024-09-05,SMB,North America,17245,5,16382.75,24,Lost,Price
DEAL00888,REP024,2025-01-05,SMB,North America,13411,15,11399.35,26,Lost,Price
DEAL00889,REP024,2024-09-10,SMB,North America,19409,15,16497.65,28,Won,
DEAL00890,REP024,2025-07-29,SMB,North America,15810,0,15810.0,31,Won,
DEAL00891,REP024,2024-07-25,SMB,North America,15441,0,15441.0,37,Lost,Price
DEAL00892,REP024,2025-05-30,SMB,North America,13260,0,13260.0,38,Won,
DEAL00893,REP024,2025-09-20,SMB,North America,18342,0,18342.0,14,Lost,Timing
DEAL00894,REP024,2024-04-14,SMB,North America,10023,5,9521.85,35,Won,
DEAL00895,REP024,2025-06-10,SMB,North America,16201,10,14580.9,37,Lost,Missing Feature
DEAL00896,REP024,2024-10-15,SMB,North America,15108,20,12086.4,40,Won,
DEAL00897,REP024,2024-12-15,SMB,North America,8625,5,8193.75,23,Won,
DEAL00898,REP024,2024-08-04,SMB,North America,16870,0,16870.0,34,Won,
DEAL00899,REP024,2024-08-15,SMB,North America,23756,5,22568.2,27,Lost,Competitor
DEAL00900,REP024,2024-06-13,SMB,North America,18084,10,16275.6,33,Won,
DEAL00901,REP024,2024-12-09,SMB,North America,13315,15,11317.75,22,Lost,Competitor
DEAL00902,REP024,2024-07-05,SMB,North America,19608,5,18627.6,25,Lost,Timing
DEAL00903,REP024,2025-03-09,SMB,North America,13689,5,13004.55,30,Won,
DEAL00904,REP024,2025-12-08,SMB,North America,23070,5,21916.5,30,Won,
